function_ID,run_ID,dim,best_fitness,time_period,communication_percentage,total_FEs,node_num,total_pop_size,island_num,interval,EA_parameters
24,7,100,385.618,26470,0,18574080,32,4,256
25,7,100,263.811,26470,0,15812096,32,4,256
26,7,100,211.023,26470,0,8033024,32,4,256
27,7,100,1925.69,26470,0,8116992,32,4,256
28,7,100,2386.82,26470,0,11985664,32,4,256
29,7,100,2196.01,26470,0,14171136,32,4,256
30,7,100,27795.5,26470,0,15700736,32,4,256
23,8,100,348.235,26470,0,13755136,32,4,256
24,8,100,383.386,26470,0,18556160,32,4,256
25,8,100,260.987,26470,0,15800832,32,4,256
26,8,100,212.705,26470,0,8032768,32,4,256
27,8,100,1372.14,26470,0,8101376,32,4,256
28,8,100,2130.56,26470,0,11976448,32,4,256
29,8,100,2593.39,26470,0,14173184,32,4,256
30,8,100,19733.5,26470,0,15673600,32,4,256
23,9,100,348.235,26470,0,13761536,32,4,256
24,9,100,374.396,26470,0,18568960,32,4,256
25,9,100,255.813,26470,0,15797248,32,4,256
26,9,100,209.518,26470,0,8036352,32,4,256
27,9,100,848.442,26470,0,8115200,32,4,256
28,9,100,2215.32,26470,0,11989760,32,4,256
29,9,100,4203.64,26470,0,14188032,32,4,256
30,9,100,16920.7,26470,0,15706368,32,4,256
23,10,100,348.235,26470,0,13797376,32,4,256
24,10,100,380.127,26470,0,18569472,32,4,256
25,10,100,261.566,26470,0,15834368,32,4,256
26,10,100,211.638,26470,0,8030976,32,4,256
27,10,100,1804.47,26470,0,8119552,32,4,256
28,10,100,2174.11,26470,0,11985152,32,4,256
29,10,100,2720.16,26470,0,14189824,32,4,256
30,10,100,16609.6,26470,0,15711232,32,4,256
23,11,100,348.235,26470,0,13757440,32,4,256
24,11,100,379.083,26470,0,18586880,32,4,256
25,11,100,260.295,26470,0,15807744,32,4,256
26,11,100,211.591,26470,0,8036352,32,4,256
27,11,100,1225.93,26470,0,8125952,32,4,256
28,11,100,2413.1,26470,0,11991296,32,4,256
29,11,100,3299.43,26470,0,14191104,32,4,256
30,11,100,22707,26470,0,15701504,32,4,256
23,12,100,348.235,26470,0,13761792,32,4,256
24,12,100,377.966,26470,0,18581248,32,4,256
25,12,100,264.636,26470,0,15789312,32,4,256
26,12,100,209.834,26470,0,8032768,32,4,256
27,12,100,944.552,26470,0,8117760,32,4,256
28,12,100,2118.15,26470,0,11983616,32,4,256
29,12,100,3042.08,26470,0,14194688,32,4,256
30,12,100,16264.6,26470,0,15701248,32,4,256
23,13,100,348.235,26470,0,13764608,32,4,256
24,13,100,377.82,26470,0,18587136,32,4,256
25,13,100,251.208,26470,0,15823104,32,4,256
26,13,100,210.218,26470,0,8040448,32,4,256
27,13,100,1604.67,26470,0,8121344,32,4,256
28,13,100,2156.34,26470,0,12005632,32,4,256
29,13,100,4498.25,26470,0,14208512,32,4,256
30,13,100,19353,26470,0,15691264,32,4,256
23,14,100,348.235,26470,0,13762304,32,4,256
24,14,100,380.255,26470,0,18604544,32,4,256
25,14,100,252.846,26470,0,15807232,32,4,256
26,14,100,214.117,26470,0,8030464,32,4,256
27,14,100,1931.79,26470,0,8129792,32,4,256
28,14,100,2263.75,26470,0,11995904,32,4,256
29,14,100,4027.93,26470,0,14194944,32,4,256
30,14,100,25963.8,26470,0,15699200,32,4,256
23,15,100,348.235,26470,0,13800704,32,4,256
24,15,100,381.304,26470,0,18597888,32,4,256
25,15,100,262.44,26470,0,15825152,32,4,256
26,15,100,209.894,26470,0,8048896,32,4,256
27,15,100,1291.58,26470,0,8117504,32,4,256
28,15,100,2201.17,26470,0,11993600,32,4,256
29,15,100,6113.46,26470,0,14191104,32,4,256
30,15,100,21847.6,26470,0,15699200,32,4,256
23,1,100,348.247,2647,0,1400064,32,4,256
23,2,100,348.244,2647,0,1393408,32,4,256
23,3,100,348.239,2647,0,1407488,32,4,256
23,4,100,348.243,2647,0,1406464,32,4,256
23,5,100,348.242,2647,0,1407744,32,4,256
23,6,100,348.255,2647,0,1401344,32,4,256
23,7,100,348.238,2647,0,1407488,32,4,256
23,8,100,348.238,2647,0,1409024,32,4,256
23,9,100,348.245,2647,0,1406720,32,4,256
23,10,100,348.245,2647,0,1409280,32,4,256
23,11,100,348.247,2647,0,1402112,32,4,256
23,12,100,348.242,2647,0,1405952,32,4,256
23,13,100,348.249,2647,0,1409024,32,4,256
23,14,100,348.238,2647,0,1407488,32,4,256
23,15,100,348.237,2647,0,1408256,32,4,256
24,1,100,375.324,2647,0,1860096,32,4,256
24,2,100,380.682,2647,0,1831680,32,4,256
24,3,100,388.608,2647,0,1842944,32,4,256
24,4,100,384.871,2647,0,1851136,32,4,256
24,5,100,388.934,2647,0,1850368,32,4,256
24,6,100,389.14,2647,0,1847808,32,4,256
24,7,100,382.194,2647,0,1846016,32,4,256
24,8,100,379.834,2647,0,1843968,32,4,256
24,9,100,384.39,2647,0,1844736,32,4,256
24,10,100,380.648,2647,0,1846272,32,4,256
24,11,100,384.528,2647,0,1845248,32,4,256
24,12,100,384.893,2647,0,1846528,32,4,256
24,13,100,379.87,2647,0,1845248,32,4,256
24,14,100,371.849,2647,0,1845248,32,4,256
24,15,100,380.154,2647,0,1848320,32,4,256
25,1,100,288.537,2647,0,1607168,32,4,256
25,2,100,289.157,2647,0,1609984,32,4,256
25,3,100,307.008,2647,0,1607424,32,4,256
25,4,100,276.631,2647,0,1607168,32,4,256
25,5,100,291.246,2647,0,1603584,32,4,256
25,6,100,296.175,2647,0,1607168,32,4,256
25,7,100,288.977,2647,0,1605376,32,4,256
25,8,100,296.988,2647,0,1608960,32,4,256
25,9,100,313.815,2647,0,1605888,32,4,256
25,10,100,289.586,2647,0,1607424,32,4,256
25,11,100,285.135,2647,0,1604352,32,4,256
25,12,100,306.184,2647,0,1608448,32,4,256
25,13,100,283.485,2647,0,1606912,32,4,256
25,14,100,295.617,2647,0,1605120,32,4,256
25,15,100,296.757,2647,0,1605888,32,4,256
26,1,100,229.592,2647,0,798464,32,4,256
26,2,100,100.811,2647,0,806144,32,4,256
26,3,100,100.671,2647,0,801792,32,4,256
26,4,100,100.695,2647,0,803584,32,4,256
26,5,100,230.011,2647,0,801280,32,4,256
26,6,100,227.351,2647,0,803840,32,4,256
26,7,100,100.653,2647,0,804864,32,4,256
26,8,100,229.021,2647,0,805376,32,4,256
26,9,100,239.772,2647,0,802304,32,4,256
26,10,100,230.674,2647,0,802304,32,4,256
26,11,100,232.982,2647,0,803328,32,4,256
26,12,100,100.697,2647,0,803072,32,4,256
26,13,100,220.845,2647,0,804352,32,4,256
26,14,100,230.035,2647,0,802048,32,4,256
26,15,100,227.807,2647,0,805120,32,4,256
27,1,100,2227.65,2647,0,798720,32,4,256
27,2,100,2327.62,2647,0,815360,32,4,256
27,3,100,2373.17,2647,0,815360,32,4,256
27,4,100,2339.19,2647,0,815360,32,4,256
27,5,100,2488.79,2647,0,812800,32,4,256
27,6,100,2291.4,2647,0,815616,32,4,256
27,7,100,2300.5,2647,0,814592,32,4,256
27,8,100,2101.67,2647,0,815104,32,4,256
27,9,100,2278.29,2647,0,814592,32,4,256
27,10,100,2374.19,2647,0,813056,32,4,256
27,11,100,2495.37,2647,0,811776,32,4,256
27,12,100,2469.52,2647,0,814848,32,4,256
27,13,100,2178.84,2647,0,814848,32,4,256
27,14,100,2296.74,2647,0,814080,32,4,256
27,15,100,2286.47,2647,0,814592,32,4,256
28,1,100,2177.37,2647,0,1204992,32,4,256
28,2,100,2687.05,2647,0,1212928,32,4,256
28,3,100,2496.62,2647,0,1198080,32,4,256
28,4,100,2548.61,2647,0,1195776,32,4,256
28,5,100,2284.03,2647,0,1200128,32,4,256
28,6,100,2493.7,2647,0,1199360,32,4,256
28,7,100,2634.07,2647,0,1199104,32,4,256
28,8,100,2498.65,2647,0,1198336,32,4,256
28,9,100,2235.52,2647,0,1192960,32,4,256
28,10,100,2409.48,2647,0,1196032,32,4,256
28,11,100,3148.16,2647,0,1199360,32,4,256
28,12,100,2631.56,2647,0,1199872,32,4,256
28,13,100,2534.46,2647,0,1199360,32,4,256
28,14,100,2503.53,2647,0,1196800,32,4,256
28,15,100,2663.52,2647,0,1195264,32,4,256
29,1,100,4365.88,2647,0,1428992,32,4,256
29,2,100,3164.65,2647,0,1422080,32,4,256
29,3,100,4915.36,2647,0,1410304,32,4,256
29,4,100,5853.25,2647,0,1412352,32,4,256
29,5,100,8553.94,2647,0,1411840,32,4,256
29,6,100,4358.93,2647,0,1413120,32,4,256
29,7,100,3664.05,2647,0,1410304,32,4,256
29,8,100,5708.78,2647,0,1410816,32,4,256
29,9,100,8247.77,2647,0,1413120,32,4,256
29,10,100,9808.15,2647,0,1413120,32,4,256
29,11,100,4946.06,2647,0,1412608,32,4,256
29,12,100,4814.51,2647,0,1412096,32,4,256
29,13,100,6695.14,2647,0,1414912,32,4,256
29,14,100,5507.47,2647,0,1409024,32,4,256
30,1,100,31414.4,2647,0,1616896,32,4,256
29,15,100,4570.97,2647,0,1414656,32,4,256
30,2,100,29287.9,2647,0,1607936,32,4,256
30,3,100,34605.5,2647,0,1611520,32,4,256
30,4,100,51901,2647,0,1610752,32,4,256
30,5,100,60836.5,2647,0,1606912,32,4,256
30,6,100,22052.7,2647,0,1600768,32,4,256
30,7,100,43512.1,2647,0,1606144,32,4,256
30,8,100,39376.1,2647,0,1610496,32,4,256
30,9,100,34667.4,2647,0,1611008,32,4,256
30,10,100,31943.4,2647,0,1599232,32,4,256
30,11,100,50969.2,2647,0,1606656,32,4,256
30,12,100,45184.4,2647,0,1607168,32,4,256
30,13,100,36836.6,2647,0,1610240,32,4,256
30,14,100,30251.3,2647,0,1609216,32,4,256
30,15,100,34241,2647,0,1611264,32,4,256
23,1,100,348.235,132350,0,70559232,32,4,256
24,1,100,375.324,132350,0,92789504,32,4,256
25,1,100,243.278,132350,0,80893696,32,4,256
26,1,100,206.266,132350,0,40508160,32,4,256
23,2,100,348.235,132350,0,69807872,32,4,256
27,1,100,1157.84,132350,0,39961600,32,4,256
24,2,100,382.901,132350,0,92440832,32,4,256
25,2,100,241.251,132350,0,78585344,32,4,256
26,2,100,100.464,132350,0,40784640,32,4,256
23,3,100,348.235,132350,0,69700096,32,4,256
27,2,100,828.299,132350,0,40501760,32,4,256
24,3,100,375.408,132350,0,92226816,32,4,256
25,3,100,244.159,132350,0,78344192,32,4,256
26,3,100,206.929,132350,0,40482560,32,4,256
23,4,100,348.235,132350,0,69673216,32,4,256
27,3,100,582.746,132350,0,40624896,32,4,256
24,4,100,379.954,132350,0,92328192,32,4,256
25,4,100,242.036,132350,0,78379264,32,4,256
28,1,100,2082.3,132350,0,61779968,32,4,256
26,4,100,205.783,132350,0,40480000,32,4,256
23,5,100,348.235,132350,0,69666816,32,4,256
27,4,100,550.534,132350,0,40637696,32,4,256
24,5,100,385.577,132350,0,92326912,32,4,256
25,5,100,246.203,132350,0,78462208,32,4,256
28,2,100,2287.13,132350,0,60167168,32,4,256
29,1,100,2145.83,132350,0,70183936,32,4,256
30,1,100,13825.3,132350,0,79308288,32,4,256
26,5,100,207.203,132350,0,40475136,32,4,256
23,6,100,348.235,132350,0,69709312,32,4,256
27,5,100,651.32,132350,0,40641024,32,4,256
24,6,100,383.912,132350,0,92313600,32,4,256
25,6,100,242.501,132350,0,78403840,32,4,256
28,3,100,2170.71,132350,0,60616192,32,4,256
29,2,100,2943.46,132350,0,70239488,32,4,256
30,2,100,14608.5,132350,0,78456320,32,4,256
26,6,100,100.46,132350,0,40497920,32,4,256
23,7,100,348.235,132350,0,69726464,32,4,256
27,6,100,900.798,132350,0,40659456,32,4,256
24,7,100,384.014,132350,0,92258816,32,4,256
25,7,100,246.702,132350,0,78433280,32,4,256
28,4,100,2042.58,132350,0,60548608,32,4,256
29,3,100,1716.19,132350,0,70258176,32,4,256
30,3,100,13390.9,132350,0,78954752,32,4,256
26,7,100,206.342,132350,0,40491008,32,4,256
23,8,100,348.235,132350,0,69744384,32,4,256
27,7,100,1240.64,132350,0,40656384,32,4,256
24,8,100,378.982,132350,0,92340480,32,4,256
25,8,100,247.163,132350,0,78436096,32,4,256
23,1,100,348.235,264700,0,138287872,32,4,256
28,5,100,2332.02,132350,0,60569344,32,4,256
29,4,100,2972.53,132350,0,70254080,32,4,256
30,4,100,13570,132350,0,79138304,32,4,256
26,8,100,207.368,132350,0,40455680,32,4,256
23,9,100,348.235,132350,0,69740544,32,4,256
24,1,100,375.324,264700,0,187416576,32,4,256
27,8,100,987.27,132350,0,40615168,32,4,256
24,9,100,384.921,132350,0,92344832,32,4,256
25,9,100,244.892,132350,0,78457088,32,4,256
28,6,100,2361.52,132350,0,60596224,32,4,256
29,5,100,3768.18,132350,0,70248448,32,4,256
30,5,100,18599.3,132350,0,79118336,32,4,256
26,9,100,207.831,132350,0,40460288,32,4,256
23,10,100,348.235,132350,0,69737472,32,4,256
27,9,100,1335.44,132350,0,40677632,32,4,256
24,10,100,379.7,132350,0,92366080,32,4,256
25,10,100,246.076,132350,0,78361344,32,4,256
23,2,100,348.235,264700,0,142694144,32,4,256
28,7,100,2249.68,132350,0,60503552,32,4,256
29,6,100,4161.72,132350,0,70173952,32,4,256
30,6,100,20009.5,132350,0,79142656,32,4,256
26,10,100,206.31,132350,0,40443904,32,4,256
23,11,100,348.235,132350,0,69717504,32,4,256
24,2,100,377.046,264700,0,188342016,32,4,256
27,10,100,990.253,132350,0,40629248,32,4,256
24,11,100,381.324,132350,0,92276224,32,4,256
25,11,100,245.23,132350,0,78437120,32,4,256
28,8,100,2589.03,132350,0,60695040,32,4,256
25,1,100,241.852,264700,0,155178496,32,4,256
29,7,100,3738.71,132350,0,70135808,32,4,256
30,7,100,20531.3,132350,0,78996992,32,4,256
26,11,100,207.26,132350,0,40495616,32,4,256
23,12,100,348.235,132350,0,69774848,32,4,256
27,11,100,888.767,132350,0,40638720,32,4,256
24,12,100,379.521,132350,0,92244992,32,4,256
25,12,100,239.548,132350,0,78424832,32,4,256
23,3,100,348.235,264700,0,139143936,32,4,256
26,1,100,205.358,264700,0,80043520,32,4,256
27,1,100,1140.37,264700,0,81074432,32,4,256
28,9,100,2121.9,132350,0,60604160,32,4,256
28,1,100,2082.15,264700,0,120935168,32,4,256
29,8,100,3197.65,132350,0,70123776,32,4,256
30,8,100,15965.5,132350,0,79005440,32,4,256
26,12,100,205.618,132350,0,40468224,32,4,256
23,13,100,348.235,132350,0,69774848,32,4,256
24,3,100,379.062,264700,0,188205312,32,4,256
27,12,100,1202.71,132350,0,40653824,32,4,256
24,13,100,385.797,132350,0,92449536,32,4,256
25,13,100,239.825,132350,0,78459648,32,4,256
28,10,100,1956.89,132350,0,60642816,32,4,256
25,2,100,235.942,264700,0,161188608,32,4,256
29,9,100,3201.75,132350,0,70159104,32,4,256
30,9,100,11523.8,132350,0,79044608,32,4,256
29,1,100,2145.45,264700,0,142228480,32,4,256
30,1,100,11579.4,264700,0,161628416,32,4,256
26,13,100,207.465,132350,0,40477952,32,4,256
23,14,100,348.235,132350,0,69674496,32,4,256
27,13,100,960.344,132350,0,40632064,32,4,256
24,14,100,382.239,132350,0,92204032,32,4,256
25,14,100,245.26,132350,0,78447360,32,4,256
23,4,100,348.235,264700,0,139232768,32,4,256
26,2,100,204.311,264700,0,80696576,32,4,256
27,2,100,1325.28,264700,0,81420800,32,4,256
28,11,100,2064.6,132350,0,60586496,32,4,256
28,2,100,2094.3,264700,0,121351168,32,4,256
29,10,100,2188.03,132350,0,70202112,32,4,256
30,10,100,13951.8,132350,0,79064832,32,4,256
26,14,100,206.659,132350,0,40424448,32,4,256
23,15,100,348.235,132350,0,69783296,32,4,256
24,4,100,377.357,264700,0,188005632,32,4,256
27,14,100,892.859,132350,0,40655104,32,4,256
24,15,100,383.278,132350,0,92308480,32,4,256
25,15,100,253.659,132350,0,78482944,32,4,256
28,12,100,2286.67,132350,0,60603904,32,4,256
25,3,100,247.455,264700,0,160564480,32,4,256
29,11,100,4904.86,132350,0,70132736,32,4,256
30,11,100,16849.9,132350,0,79009280,32,4,256
29,2,100,2911.41,264700,0,143721472,32,4,256
30,2,100,11265.3,264700,0,159276800,32,4,256
26,15,100,206.69,132350,0,40483328,32,4,256
27,15,100,1055.55,132350,0,40638720,32,4,256
23,5,100,348.235,264700,0,139287296,32,4,256
26,3,100,204.352,264700,0,80400896,32,4,256
27,3,100,1251.24,264700,0,80837632,32,4,256
28,13,100,2306.35,132350,0,60562176,32,4,256
28,3,100,2232.14,264700,0,123537408,32,4,256
29,12,100,3609.36,132350,0,70198272,32,4,256
30,12,100,17031.6,132350,0,79060224,32,4,256
24,5,100,385.967,264700,0,188323072,32,4,256
28,14,100,2082.8,132350,0,60636928,32,4,256
25,4,100,240.567,264700,0,160515840,32,4,256
29,13,100,2351.21,132350,0,70126336,32,4,256
30,13,100,11143.1,132350,0,78968576,32,4,256
29,3,100,2904.29,264700,0,144261376,32,4,256
30,3,100,13544.3,264700,0,157551616,32,4,256
23,6,100,348.235,264700,0,139019008,32,4,256
26,4,100,207.133,264700,0,80375808,32,4,256
27,4,100,1102.6,264700,0,80878848,32,4,256
28,15,100,2028.84,132350,0,60552960,32,4,256
28,4,100,2069.97,264700,0,122963968,32,4,256
29,14,100,4720.91,132350,0,70149888,32,4,256
30,14,100,17861.6,132350,0,78997760,32,4,256
24,6,100,385.886,264700,0,188138496,32,4,256
25,5,100,243.504,264700,0,160653568,32,4,256
29,15,100,2052.52,132350,0,70180608,32,4,256
30,15,100,15360.1,132350,0,79004416,32,4,256
29,4,100,3179.04,264700,0,144355072,32,4,256
30,4,100,17171.9,264700,0,157414400,32,4,256
23,7,100,348.235,264700,0,139301120,32,4,256
26,5,100,100.359,264700,0,80297216,32,4,256
27,5,100,916.94,264700,0,80924928,32,4,256
28,5,100,2271.96,264700,0,122933760,32,4,256
24,7,100,381.24,264700,0,188355072,32,4,256
25,6,100,241.928,264700,0,160535040,32,4,256
29,5,100,3646.04,264700,0,144332032,32,4,256
30,5,100,14223.4,264700,0,157371136,32,4,256
23,8,100,348.235,264700,0,139062272,32,4,256
26,6,100,204.297,264700,0,80466944,32,4,256
27,6,100,721.099,264700,0,80892416,32,4,256
28,6,100,2116.94,264700,0,123026688,32,4,256
24,8,100,377.03,264700,0,188438784,32,4,256
25,7,100,237.328,264700,0,160319488,32,4,256
29,6,100,2819.08,264700,0,144260096,32,4,256
30,6,100,14500.8,264700,0,157625600,32,4,256
23,9,100,348.235,264700,0,139106560,32,4,256
26,7,100,203.802,264700,0,80396288,32,4,256
27,7,100,1149.63,264700,0,80828416,32,4,256
28,7,100,2216.51,264700,0,123728896,32,4,256
24,9,100,373.628,264700,0,188153600,32,4,256
25,8,100,241.41,264700,0,160515072,32,4,256
29,7,100,6356.39,264700,0,144199936,32,4,256
30,7,100,11532,264700,0,157402368,32,4,256
23,10,100,348.235,264700,0,139220992,32,4,256
26,8,100,205.181,264700,0,80543744,32,4,256
27,8,100,1225.96,264700,0,80918016,32,4,256
28,8,100,3171.35,264700,0,123083008,32,4,256
24,10,100,375.472,264700,0,188337920,32,4,256
25,9,100,246.938,264700,0,160440320,32,4,256
29,8,100,2261.97,264700,0,144364288,32,4,256
30,8,100,12234.2,264700,0,157403392,32,4,256
23,11,100,348.235,264700,0,139125248,32,4,256
26,9,100,203.894,264700,0,80566016,32,4,256
27,9,100,821.078,264700,0,80807680,32,4,256
28,9,100,1810.98,264700,0,123833600,32,4,256
24,11,100,381.821,264700,0,188293376,32,4,256
25,10,100,242.041,264700,0,160573184,32,4,256
29,9,100,2482.44,264700,0,143042560,32,4,256
30,9,100,13056.2,264700,0,157449216,32,4,256
23,12,100,348.235,264700,0,139251968,32,4,256
26,10,100,204.724,264700,0,80460032,32,4,256
27,10,100,974.608,264700,0,80837120,32,4,256
28,10,100,2240.72,264700,0,122818816,32,4,256
24,12,100,384.79,264700,0,182715392,32,4,256
25,11,100,242.416,264700,0,160375040,32,4,256
29,10,100,3943.68,264700,0,144376064,32,4,256
30,10,100,12631,264700,0,157345280,32,4,256
23,13,100,348.235,264700,0,139124480,32,4,256
26,11,100,205.214,264700,0,80430848,32,4,256
27,11,100,705.009,264700,0,80847616,32,4,256
28,11,100,2062.97,264700,0,122995456,32,4,256
24,13,100,378.298,264700,0,188173056,32,4,256
25,12,100,240.811,264700,0,160645632,32,4,256
29,11,100,5214.97,264700,0,144233728,32,4,256
30,11,100,21009.3,264700,0,157549056,32,4,256
23,14,100,348.235,264700,0,139239936,32,4,256
26,12,100,206.086,264700,0,80415232,32,4,256
27,12,100,911.348,264700,0,80825600,32,4,256
28,12,100,2113.92,264700,0,122931712,32,4,256
24,14,100,379.704,264700,0,188191488,32,4,256
25,13,100,240.467,264700,0,160670720,32,4,256
29,12,100,3947.77,264700,0,144246784,32,4,256
30,12,100,17812.1,264700,0,157392384,32,4,256
23,15,100,348.235,264700,0,139142656,32,4,256
26,13,100,204.551,264700,0,80425216,32,4,256
27,13,100,900.836,264700,0,80848640,32,4,256
28,13,100,2171.68,264700,0,122763264,32,4,256
24,15,100,378.638,264700,0,188174592,32,4,256
25,14,100,240.121,264700,0,160452352,32,4,256
29,13,100,4668.6,264700,0,144265472,32,4,256
30,13,100,13223.6,264700,0,157563648,32,4,256
26,14,100,205.875,264700,0,80420352,32,4,256
27,14,100,971.857,264700,0,80843008,32,4,256
28,14,100,2481.71,264700,0,123614464,32,4,256
25,15,100,242.064,264700,0,160606720,32,4,256
29,14,100,6042.82,264700,0,144221952,32,4,256
30,14,100,15020,264700,0,157377792,32,4,256
26,15,100,205.109,264700,0,80463360,32,4,256
27,15,100,1057.04,264700,0,80853248,32,4,256
28,15,100,2185.44,264700,0,122680320,32,4,256
29,15,100,4872.99,264700,0,144347392,32,4,256
30,15,100,10305.7,264700,0,157618176,32,4,256
